full_id,osm_id,osm_type,railway,name,xcoord,ycoord
n434662848,"434662848",node,tram_stop,Slotermeerlaan,4.8206483,52.3754362
n434662850,"434662850",node,tram_stop,Slotermeerlaan,4.8173607,52.3759547
n434662855,"434662855",node,tram_stop,Burgemeester Rendorpstraat,4.8277027,52.3743645
n434662859,"434662859",node,tram_stop,Burgemeester Rendorpstraat,4.8268013,52.3744723
n434662863,"434662863",node,tram_stop,Jan van Galenstraat,4.8359077,52.3730297
n434675414,"434675414",node,tram_stop,Jan Tooropstraat,4.8377996,52.3708325
n434675418,"434675418",node,tram_stop,Jan Voermanstraat,4.8384594,52.3695968
n434675421,"434675421",node,tram_stop,Mercatorplein,4.8507957,52.3701459
n434675423,"434675423",node,tram_stop,Marco Polostraat,4.8554942,52.3709604
n434696265,"434696265",node,tram_stop,Burgemeester Roëllstraat,4.8187509,52.3750672
n434700014,"434700014",node,tram_stop,Jan van Galenstraat,4.8485891,52.3733319
n439315728,"439315728",node,tram_stop,World Forum,4.2860172,52.0962959
n439325815,"439325815",node,tram_stop,Adriaan Goekooplaan,4.2898467,52.0931973
n439328178,"439328178",node,tram_stop,Keizerstraat,4.2770241,52.1045576
n439420133,"439420133",node,tram_stop,Kurhaus,4.2837268,52.1134869
n439420166,"439420166",node,tram_stop,Zwarte Pad,4.2891041,52.1159542
n439638505,"439638505",node,tram_stop,Javastraat,4.3036419,52.0874383
n439659842,"439659842",node,tram_stop,Centrum,4.3138958,52.0782999
n441278178,"441278178",node,tram_stop,'s-Gravenmade,4.3442531,52.0448494
n442717493,"442717493",node,tram_stop,Gravenstraat,4.3095639,52.0781851
n442717577,"442717577",node,tram_stop,Korte Voorhout,4.3174421,52.0831356
n443126551,"443126551",node,tram_stop,Goudriaankade,4.3279928,52.067912
n443126553,"443126553",node,tram_stop,Wenckebachstraat,4.3327965,52.0620216
n443126554,"443126554",node,tram_stop,Wenckebachstraat,4.3321505,52.0627692
n443126560,"443126560",node,tram_stop,Broeksloot,4.3345153,52.0602553
n462189025,"462189025",node,tram_stop,Elandstraat (West),4.2924021,52.0783587
n496283300,"496283300",node,tram_stop,Essesteijn,4.3731273,52.0872318
n496283345,"496283345",node,tram_stop,Burgemeester Kolfschotenlaan,4.3896123,52.0951043
n496283352,"496283352",node,tram_stop,Kastelenring,4.3944871,52.0975836
n500365599,"500365599",node,tram_stop,Wibautstraat,4.9097221,52.3573493
n500371070,"500371070",node,tram_stop,Tweede Van der Helststraat,4.8949263,52.3533345
n502259162,"502259162",node,tram_stop,Amstelveenseweg,4.8572486,52.338422
n502259165,"502259165",node,tram_stop,Amstelveenseweg,4.857301,52.3382323
n502259168,"502259168",node,tram_stop,IJsbaanpad,4.8577457,52.3416051
n502259173,"502259173",node,tram_stop,IJsbaanpad,4.8575621,52.3405981
n502269968,"502269968",node,tram_stop,Olympisch Stadion,4.8568368,52.3440249
n502269979,"502269979",node,tram_stop,Emmastraat,4.8695155,52.3529363
n502341044,"502341044",node,tram_stop,Elandsgracht,4.8775579,52.3695272
n541642059,"541642059",node,tram_stop,Houtrust,4.2737938,52.0855382
n541642104,"541642104",node,tram_stop,Vuurbaakstraat,4.2709085,52.1045006
n541645128,"541645128",node,tram_stop,World Forum,4.2860697,52.0962042
n568251965,"568251965",node,tram_stop,Van Zeggelenlaan,4.3155358,52.0563061
n568251966,"568251966",node,tram_stop,Van Zeggelenlaan,4.3160002,52.0565107
n568251967,"568251967",node,tram_stop,Brouwersgracht,4.3034809,52.0735228
n582544759,"582544759",node,tram_stop,Oostplein,4.4960038,51.9244313
n611703489,"611703489",node,tram_stop,Zeilmakersstraat,4.4382944,51.9116407
n611703511,"611703511",node,tram_stop,Delfshaven,4.4454496,51.9100176
n611723968,"611723968",node,tram_stop,De Loper,4.3461224,51.9320301
n611724007,"611724007",node,tram_stop,Adriaan Volkerlaan,4.5459219,51.8921044
n611724030,"611724030",node,tram_stop,P+R Beverwaard,4.567816,51.8858054
n611724049,"611724049",node,tram_stop,Croystraat,4.5687732,51.888675
